"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"XTEXVA01","Exports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-15.8732637157089,,
"XTEXVA01","Exports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,0.333692610950712,,
"XTEXVA01","Exports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,8.53780017878702,,
"XTEXVA01","Exports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,8.56126971110635,,
"XTEXVA01","Exports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,-4.50945053111968,,
"XTEXVA01","Exports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,-5.89190347358412,,
"XTEXVA01","Exports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,29.2908673772814,,
"XTIMVA01","Imports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,12.1912424468496,,
"XTIMVA01","Imports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-23.4556561831297,,
"XTIMVA01","Imports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,10.3438925729675,,
"XTIMVA01","Imports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,19.3719896711591,,
"XTIMVA01","Imports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,-5.92825115354972,,
"XTIMVA01","Imports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.76821723413565,,
"XTIMVA01","Imports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.116075031033104,,
"XTIMVA01","Imports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-16.958919269138,,
"XTIMVA01","Imports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,1.120276445626,,
"XTIMVA01","Imports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,8.253377124754,,
"XTIMVA01","Imports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,10.7715735368832,,
"XTIMVA01","Imports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,-5.74439631609694,,
"XTIMVA01","Imports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,-7.63827451903164,,
"XTIMVA01","Imports in goods, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,28.8262417318216,,
"SPASTT01","Share prices","BEL","Belgium","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,-26.9993203252651,,
"SPASTT01","Share prices","BEL","Belgium","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-30.4888390202778,,
"SPASTT01","Share prices","BEL","Belgium","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,19.6366348116168,,
"SPASTT01","Share prices","BEL","Belgium","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,-3.59164010848989,,
"SPASTT01","Share prices","BEL","Belgium","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,3.02155996537112,,
"SPASTT01","Share prices","BEL","Belgium","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,15.9315318716866,,
"SPASTT01","Share prices","BEL","Belgium","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,18.0723951230998,,
"SPASTT01","Share prices","BEL","Belgium","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,13.8456305636297,,
"SPASTT01","Share prices","BEL","Belgium","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,-4.7676307789138,,
"SPASTT01","Share prices","BEL","Belgium","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,6.59573500228138,,
"SPASTT01","Share prices","BEL","Belgium","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,-4.88811033019095,,
"SPASTT01","Share prices","BEL","Belgium","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,-4.00492871916277,,
"SPASTT01","Share prices","BEL","Belgium","GP","Growth previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,-15.9777528534542,,
"SPASTT01","Share prices","BEL","Belgium","GP","Growth previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,17.7245493460836,,
"CPALTT01","Consumer prices: all items","BEL","Belgium","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.48944420508401,,
"CPALTT01","Consumer prices: all items","BEL","Belgium","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-0.0531456741253759,,
"CPALTT01","Consumer prices: all items","BEL","Belgium","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,2.18929920422456,,
"CPALTT01","Consumer prices: all items","BEL","Belgium","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,3.53208210722745,,
"CPALTT01","Consumer prices: all items","BEL","Belgium","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.83966343445896,,
"CPALTT01","Consumer prices: all items","BEL","Belgium","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,1.11309594027539,,
"CPALTT01","Consumer prices: all items","BEL","Belgium","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.340002833356929,,
"CPALTT01","Consumer prices: all items","BEL","Belgium","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.561429152790128,,
"CPALTT01","Consumer prices: all items","BEL","Belgium","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,1.97385264653172,,
"CPALTT01","Consumer prices: all items","BEL","Belgium","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.12597086002609,,
"CPALTT01","Consumer prices: all items","BEL","Belgium","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.05316499865182,,
"CPALTT01","Consumer prices: all items","BEL","Belgium","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.43681956996435,,
"CPALTT01","Consumer prices: all items","BEL","Belgium","GP","Growth previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,0.740791812220349,,
"CPALTT01","Consumer prices: all items","BEL","Belgium","GP","Growth previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,2.44024851144084,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,0.447318293141204,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-2.0209969012929,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,2.86453121543761,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,1.69445966218325,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.739090485720415,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.459292170292943,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,1.57853235792337,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.04131108199774,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,1.26685561109765,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,1.61950803355608,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,1.7928519124842,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.24122684432145,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,-5.36159628936665,"P","Provisional value"
"NAEXKP01","Gross domestic product; constant prices, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,6.13391041228155,"P","Provisional value"
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,1.51152768184854,,
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-0.566255236595721,,
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,1.53878345058475,"B","Break"
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,0.457813744437452,,
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.324331516707231,,
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.14147085479343,,
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.292475112023486,,
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.177724466551485,,
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,0.764562106939829,"B","Break"
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,1.11960840960007,,
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.53084722738813,,
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.61666824390398,,
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,-0.617753426358514,"B","Break"
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","GP","Growth previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,1.07295131893361,,
"XTEXVA01","Exports in goods, s.a.","CAN","Canada","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,8.62165865204639,,
"XTEXVA01","Exports in goods, s.a.","CAN","Canada","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-30.6616380450019,,
"XTEXVA01","Exports in goods, s.a.","CAN","Canada","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,22.4213258385364,,
"XTEXVA01","Exports in goods, s.a.","CAN","Canada","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,16.5651091729717,,
"XTEXVA01","Exports in goods, s.a.","CAN","Canada","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.895672798306088,,
"XTEXVA01","Exports in goods, s.a.","CAN","Canada","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.582975390705389,,
"XTEXVA01","Exports in goods, s.a.","CAN","Canada","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,4.0981406462409,,
"XTEXVA01","Exports in goods, s.a.","CAN","Canada","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-13.9692572404836,,
"XTEXVA01","Exports in goods, s.a.","CAN","Canada","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,-4.98938679424202,,
"XTEXVA01","Exports in goods, s.a.","CAN","Canada","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,7.90237356333777,,
"XTEXVA01","Exports in goods, s.a.","CAN","Canada","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,7.15838748037284,,
"XTEXVA01","Exports in goods, s.a.","CAN","Canada","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,-1.02911820560823,,
"XTEXVA01","Exports in goods, s.a.","CAN","Canada","GP","Growth previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,-12.3484506748076,,
"XTEXVA01","Exports in goods, s.a.","CAN","Canada","GP","Growth previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,28.8157496802419,,
"XTIMVA01","Imports in goods, s.a.","CAN","Canada","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,7.44290256510305,,
"XTIMVA01","Imports in goods, s.a.","CAN","Canada","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-21.3628623289192,,
"XTIMVA01","Imports in goods, s.a.","CAN","Canada","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,21.963889298287,,
